Date,KOTAKBANK.NS,INFY.NS,WIPRO.NS,TECHM.NS,ONGC.NS,NTPC.NS,ITC.NS,NESTLEIND.NS,BRITANNIA.NS,SUNPHARMA.NS,DRREDDY.NS,APOLLOHOSP.NS,BHARTIARTL.NS,TATASTEEL.NS,DLF.NS
2015-01-02,,,,,,,,,,,,,,,
2015-01-05,,,,,,,,,,,,,,,
2015-01-06,,,,,,,,,,,,,,,
2015-01-07,,,,,,,,,,,,,,,
2015-01-08,,,,,,,,,,,,,,,
2015-01-09,,,,,,,,,,,,,,,
2015-01-12,,,,,,,,,,,,,,,
2015-01-13,,,,,,,,,,,,,,,
2015-01-14,,,,,,,,,,,,,,,
2015-01-15,,,,,,,,,,,,,,,
2015-01-16,,,,,,,,,,,,,,,
2015-01-19,,,,,,,,,,,,,,,
2015-01-20,,,,,,,,,,,,,,,
2015-01-21,,,,,,,,,,,,,,,
2015-01-22,,,,,,,,,,,,,,,
2015-01-23,,,,,,,,,,,,,,,
2015-01-27,,,,,,,,,,,,,,,
2015-01-28,,,,,,,,,,,,,,,
2015-01-29,,,,,,,,,,,,,,,
2015-01-30,,,,,,,,,,,,,,,
2015-02-02,,,,,,,,,,,,,,,
2015-02-03,,,,,,,,,,,,,,,
2015-02-04,,,,,,,,,,,,,,,
2015-02-05,,,,,,,,,,,,,,,
2015-02-06,,,,,,,,,,,,,,,
2015-02-09,,,,,,,,,,,,,,,
2015-02-10,,,,,,,,,,,,,,,
2015-02-11,,,,,,,,,,,,,,,
2015-02-12,,,,,,,,,,,,,,,
2015-02-13,,,,,,,,,,,,,,,
2015-02-16,,,,,,,,,,,,,,,
2015-02-18,,,,,,,,,,,,,,,
2015-02-19,,,,,,,,,,,,,,,
2015-02-20,,,,,,,,,,,,,,,
2015-02-23,,,,,,,,,,,,,,,
2015-02-24,,,,,,,,,,,,,,,
2015-02-25,,,,,,,,,,,,,,,
2015-02-26,,,,,,,,,,,,,,,
2015-02-27,,,,,,,,,,,,,,,
2015-03-02,,,,,,,,,,,,,,,
2015-03-03,,,,,,,,,,,,,,,
2015-03-04,,,,,,,,,,,,,,,
2015-03-05,,,,,,,,,,,,,,,
2015-03-09,,,,,,,,,,,,,,,
2015-03-10,,,,,,,,,,,,,,,
2015-03-11,,,,,,,,,,,,,,,
2015-03-12,,,,,,,,,,,,,,,
2015-03-13,,,,,,,,,,,,,,,
2015-03-16,,,,,,,,,,,,,,,
2015-03-17,,,,,,,,,,,,,,,
2015-03-18,,,,,,,,,,,,,,,
2015-03-19,,,,,,,,,,,,,,,
2015-03-20,,,,,,,,,,,,,,,
2015-03-23,,,,,,,,,,,,,,,
2015-03-24,,,,,,,,,,,,,,,
2015-03-25,,,,,,,,,,,,,,,
2015-03-26,,,,,,,,,,,,,,,
2015-03-27,,,,,,,,,,,,,,,
2015-03-30,,,,,,,,,,,,,,,
2015-03-31,0.8262802156305926,2.1352856027272282,2.3680749693043657,-0.3616553291099478,-1.48956280963351,0.6316354154060129,-1.1404661432743877,1.9509196133576125,2.931418815480844,3.1949649889707623,1.3791419333240706,2.3507773689128513,1.0963164364926279,-3.1699462744262528,1.5500698963628965
2015-04-01,1.211785354652945,1.4416098299830693,2.3380211262631185,-0.3638180064327999,-1.7340318315480008,0.5322695086346161,-0.9424794078906658,1.8394946457243504,2.6898977505049504,3.680166469281089,1.5155145263347516,2.4946957964340273,1.280610801802239,-3.0662104073596046,1.5139677843239427
2015-04-06,1.6719948498335153,1.6289061938470029,1.9722507808188965,0.1869820903421934,-1.3080759718867891,0.947431169271656,-0.6932873142989553,2.3099654416623054,2.9658562460221507,4.256494573132623,2.4042834124730654,2.6208507852249836,1.5020744432570383,-3.5077745730722305,2.173534525629419
